business_id,total_review_count,fake_review_count,real_review_count,avg_stars,adj_avg_stars,fake_review_pct,stars_delta,metro,name,state,zipcode,categories
t4BsZaDTsWii6oJn6fAzLA,6,4,2,2.17,2.5,0.67,-0.33000000000000007,Nashville,TaylorMade Eyecare & Optical,TN,37064,"Optometrists, Shopping, Eyewear & Opticians, Health & Medical"
t4MZJMIV-XjgkDHt_TIKHg,6,4,2,2.5,2.0,0.67,0.5,Indianapolis,Goodwill Store,IN,46112,"Discount Store, Thrift Stores, Used, Vintage & Consignment, Local Services, Fashion, Shopping, Donation Center"
t4Pg_wMV-SDplEpbnVZtLw,330,85,245,3.48,3.58,0.26,-0.10000000000000009,Indianapolis,Black Swan Brewpub,IN,46168,"Restaurants, Breweries, American (New), Brewpubs, Food"
t4RQRv2qLhWmWHjEzfXaeg,7,3,4,2.57,1.75,0.43,0.8199999999999998,Nashville,Oreck store of Franklin,TN,37607,"Shopping, Home Services, Local Services, Appliances, Home & Garden, Appliances & Repair, Home Cleaning"
t4WtTBcfbprzCJiB9MdqHQ,13,3,10,2.77,3.2,0.23,-0.43000000000000016,Nashville,Pizza Ranch,TN,37075,"Buffets, Restaurants, Pizza"
t4ju6hUsCzaIrFLPe0Cvew,10,3,7,1.0,1.0,0.3,0.0,Indianapolis,The Landings at 56th Apartments,IN,46226,"Home Services, Apartments, Real Estate, University Housing"
t4lPovKqvZpINQsqJb9HWQ,20,7,13,4.5,4.23,0.35,0.2699999999999996,Nashville,Access Lock and Key,TN,37027,"Keys & Locksmiths, Security Systems, Home Services"
t4mhNg5FNxxjxoGOyjWCxA,24,10,14,3.38,3.64,0.42,-0.26000000000000023,Nashville,Tesla Motors,TN,37027,"Automotive, Car Dealers"
t4tEL8wPaWoS5WcuilIrxA,23,0,23,3.74,3.74,0.0,0.0,Indianapolis,Black Eye Take Out,IN,46203,"Restaurants, Vietnamese, Ramen, Japanese, Sandwiches"
t50rOpuF56O-dVttXyIQVA,5,0,5,4.4,4.4,0.0,0.0,Indianapolis,Papyrus,IN,46240,"Cards & Stationery, Flowers & Gifts, Shopping, Hobby Shops, Event Planning & Services, Arts & Crafts"
t530Pkq7HStE4HyCvdlc6w,6,3,3,5.0,5.0,0.5,0.0,Nashville,BeautyFly,TN,37067,"Professional Services, Threading Services, Hair Removal, Permanent Makeup, Beauty & Spas, Eyebrow Services"
t53zLT86qOF8S_qsPE76Lg,25,13,12,1.92,2.33,0.52,-0.41000000000000014,Indianapolis,Wendy's,IN,46278,"Fast Food, Burgers, Restaurants"
t5IjFq31Rn0U7MWd08oinQ,11,3,8,3.64,4.12,0.27,-0.48,Nashville,David Yurman,TN,37215,"Jewelry, Shopping, Watches"
t5fwWTHFVGpH9Xkrv56EtA,42,12,30,3.48,3.37,0.29,0.10999999999999988,Indianapolis,Waffle House,IN,46237,"American (New), Breakfast & Brunch, Salad, Diners, Restaurants, American (Traditional), Burgers"
t5ikOTldBF9A5sFWEBUyAQ,15,2,13,1.67,1.77,0.13,-0.10000000000000009,Nashville,Sonic Drive-In,TN,37013,"Food, Restaurants, Ice Cream & Frozen Yogurt, Burgers, Fast Food"
t5q0TRMI88Kqt6TTk4xjBQ,22,8,14,3.36,4.36,0.36,-1.0000000000000004,Nashville,TRAX,TN,37210,"Bars, Nightlife, Gay Bars, Karaoke"
t5qfe9lOZiMyvHfAqwnAlw,851,120,731,3.96,3.97,0.14,-0.010000000000000231,Indianapolis,Yard House,IN,46204,"Cocktail Bars, Seafood, Mexican, Beer Bar, Bars, Vegetarian, Nightlife, Restaurants, Wine Bars, Steakhouses, American (New)"
t5vz4kF-mEaBEOIpKbHhaQ,11,8,3,1.0,1.0,0.73,0.0,Nashville,Dream Flights USA,TN,37064,"Active Life, Skydiving, Amateur Sports Teams, Hot Air Balloons"
t65LSPPH8yzZSFKD67tttA,14,0,14,3.93,3.93,0.0,0.0,Nashville,"Hail, Dark Aesthetics",TN,37206,"Arts & Entertainment, Taxidermy, Fashion, Art Galleries, Professional Services, Antiques, Shopping, Used, Vintage & Consignment"
t65ysJiWF0vPUKhT8YtbKw,17,3,14,3.41,3.64,0.18,-0.22999999999999998,Nashville,Valvoline Instant Oil Change,TN,37115,"Automotive, Oil Change Stations"
t6FhgHQ7oj9Tr904ZA11mA,7,2,5,2.29,2.2,0.29,0.08999999999999986,Nashville,Stuffed Burger & More,TN,37075,"Restaurants, American (New)"
t6dxGaEy7XVfLf_VTcwHqA,15,4,11,2.0,1.73,0.27,0.27,Nashville,Papa John's Pizza,TN,37115,"Pizza, Restaurants"
t6pVe3z2Jrph0XTmHV81Tw,8,5,3,3.0,2.33,0.62,0.6699999999999999,Nashville,Mona Lisa's Massage & Wellness,TN,37207,"Day Spas, Beauty & Spas, Nail Salons, Massage"
t6sb5OIXkJixTu7VZogVxg,25,1,24,4.72,4.71,0.04,0.009999999999999787,Indianapolis,Nothing Bundt Cakes,IN,46142,"Flowers & Gifts, Cupcakes, Bakeries, Desserts, Food, Shopping"
t79GP9Pn-hwM_5DSJt4P-w,25,4,21,2.64,2.81,0.16,-0.16999999999999993,Indianapolis,LA Fitness,IN,46236,"Active Life, Fitness & Instruction, Yoga, Trainers, Gyms, Sports Clubs"
t79raPnxEf6ILsRoqwyVew,10,2,8,2.2,2.5,0.2,-0.2999999999999998,Nashville,Quest Diagnostics,TN,37203,"Laboratory Testing, Diagnostic Services, Health & Medical"
t7Xpc5Y--CQ9EGPS90t08w,11,7,4,3.36,4.25,0.64,-0.8900000000000001,Nashville,Safe-DryÂ® Carpet Cleaning of Franklin,TN,37067,"Local Services, Carpet Cleaning"
t7cDBH56z2HaIyO14Xd9wQ,18,5,13,1.33,1.46,0.28,-0.1299999999999999,Nashville,Little Caesars Pizza,TN,37075,"Restaurants, Pizza"
t7fuo62w_L8O1ByxtzNy_Q,405,88,317,3.66,3.76,0.22,-0.09999999999999964,Nashville,The Honeysuckle,TN,37027,"American (New), American (Traditional), Bars, Southern, Wine Bars, Nightlife, Breakfast & Brunch, Restaurants"
t7vm0wMR9v9pbM78gwc7qQ,35,8,27,3.54,3.67,0.23,-0.1299999999999999,Indianapolis,Revive Nails,IN,46260,"Beauty & Spas, Hair Removal, Waxing, Nail Salons, Eyebrow Services"
t8Ep4QDmFxm9HRLOmS9YQg,12,6,6,4.0,5.0,0.5,-1.0,Nashville,ABLE,TN,37209,"Fashion, Shopping, Jewelry, Leather Goods, Accessories, Women's Clothing"
t8I2fXZsrnpIEDTfPkwrig,6,1,5,4.83,4.8,0.17,0.03000000000000025,Indianapolis,USO Indianapolis Airport,IN,46241,"Public Services & Government, Community Centers"
t8Tj0jz4BCmVFG9V8ydZbw,6,3,3,5.0,5.0,0.5,0.0,Nashville,"Hudson's Handyman Service, LLC",TN,37064,"Local Services, TV Mounting, Electricians, Home Theatre Installation, Handyman, Home Services"
t8e4ZUR8p0CEWgMLIYtBwA,196,32,164,4.46,4.43,0.16,0.03000000000000025,Indianapolis,Panoony's Pizza and Wings,IN,46112,"Sandwiches, Restaurants, Chicken Wings, Food, Pizza"
t8iCvhOcelkjfTsE5lc2sA,18,3,15,2.94,2.93,0.17,0.009999999999999787,Indianapolis,Penn Station,IN,46204,"Sandwiches, Cheesesteaks, Restaurants"
t8nOq-DXd7TgXlxuluObBg,10,5,5,4.2,4.2,0.5,0.0,Nashville,SK Day Spa,TN,37013,"Waxing, Massage Therapy, Beauty & Spas, Hair Removal, Massage, Day Spas, Health & Medical"
t9L6OWCfrg1N0xgAHsHLyw,10,4,6,4.1,4.17,0.4,-0.07000000000000028,Indianapolis,Salty Siren Tattoo Lounge,IN,46143,"Tattoo, Art Galleries, Beauty & Spas, Arts & Entertainment, Shopping, Piercing"
t9lTgMH5GUsiHJ0zDGLQmQ,31,6,25,3.87,3.8,0.19,0.07000000000000028,Indianapolis,Denny's,IN,46143,"American (New), Breakfast & Brunch, Restaurants, American (Traditional), Diners"
t9op7albX3mGzbtb0ydYgQ,16,2,14,3.56,3.64,0.12,-0.08000000000000007,Nashville,Tin Dog Tavern,TN,37203,"Pool Halls, Nightlife, Food, Restaurants, Fast Food, Beer, Wine & Spirits, Shopping, Pool & Billiards, Bars, Dive Bars"
t9sG5olKq3VRXQ6vRlN0BQ,32,10,22,3.56,3.73,0.31,-0.16999999999999993,Nashville,Franklin Lanes,TN,37067,"Active Life, Pool Halls, Nightlife, Amusement Parks, Bowling"
t9zmHNGVu7z_hcXap8szsw,69,8,61,4.65,4.69,0.12,-0.040000000000000036,Indianapolis,Breakout Games - Castleton,IN,46256,"Escape Games, Active Life, Team Building Activities, Event Planning & Services"
tACGRiKglIXVjUpVsYODfg,5,1,4,3.6,3.25,0.2,0.3500000000000001,Nashville,Music City Hotdogs,TN,37208,"American (Traditional), Food Stands, Hot Dogs, Restaurants"
tAF-oOjxT4X6DQVR9NHTtw,10,1,9,2.4,2.44,0.1,-0.040000000000000036,Indianapolis,Best Western Plus Indianapolis NW Hotel,IN,46278,"Hotels, Event Planning & Services, Hotels & Travel"
tAFBJloU8S91sBnj-uvgLw,49,12,37,3.41,3.46,0.24,-0.04999999999999982,Indianapolis,Great Wall Chinese Restaurant,IN,46227,"Food Delivery Services, Food, Chinese, Restaurants"
tAHd3Neutuu-YJSxf0IYoA,12,3,9,4.58,4.56,0.25,0.020000000000000462,Indianapolis,Taqueria Los Primos,IN,46226,"Restaurants, Latin American, Mexican, Salvadoran"
tAPAL_oF-R1Yx6IGdHhQlg,7,2,5,3.71,3.2,0.29,0.5099999999999998,Indianapolis,Jiffy Lube,IN,46260,"Automotive, Auto Repair, Oil Change Stations, Windshield Installation & Repair"
tATw7nRx5WKwvYzFwax4CQ,26,8,18,2.54,2.94,0.31,-0.3999999999999999,Nashville,Supercuts,TN,37235,"Hair Salons, Hair Stylists, Shopping, Barbers, Beauty & Spas, Men's Hair Salons, Cosmetics & Beauty Supply"
tAVOiCKEh9AsirL7mgxR6Q,40,15,25,4.92,5.0,0.38,-0.08000000000000007,Nashville,Sun Hair Salon,TN,37013,"Beauty & Spas, Hair Salons"
tAYDA1RuZfG88zF6Pzp8cw,135,46,89,4.5,4.44,0.34,0.05999999999999961,Nashville,615 Chutney,TN,37221,"Food Trucks, Food, Vegetarian, Vegan, Restaurants, Indian, Street Vendors"
tAmUgghEIaHSKBmtkpNhYw,7,2,5,4.57,4.4,0.29,0.16999999999999993,Nashville,The Hot Room Yoga and Wellness,TN,37067,"Fitness & Instruction, Pilates, Active Life, Meditation Centers, Yoga"
tAohdQnpkuZNaybX-XEmtA,6,2,4,3.17,3.0,0.33,0.16999999999999993,Indianapolis,Cookie Cutters Haircuts for Kids,IN,46256,"Kids Hair Salons, Beauty & Spas, Hair Salons"
tArP19vtRIuvk1xXqODE6w,6,3,3,3.83,4.0,0.5,-0.16999999999999993,Indianapolis,Sauer Dentistry,IN,46142,"Health & Medical, Dentists, General Dentistry, Cosmetic Dentists, Endodontists"
tArQpVfc0h1EiEyZIOJQuQ,25,1,24,3.68,3.71,0.04,-0.029999999999999805,Nashville,Goodwill Industries of Middle Tennessee,TN,37209,"Used, Vintage & Consignment, Thrift Stores, Shopping, Fashion"
tAsTItht_vfX44fDAW2bng,6,0,6,4.33,4.33,0.0,0.0,Nashville,Music City Popcorn,TN,37607,"Popcorn Shops, Specialty Food, Food"
tAz7TnO2YnzB_ssMoZ-c5Q,77,14,63,3.78,3.83,0.18,-0.050000000000000266,Indianapolis,Liberty Street,IN,46202,"Gastropubs, Bars, Restaurants, Nightlife"
tBIzOvpDGBY08nvRyxgc8g,8,0,8,3.0,3.0,0.0,0.0,Indianapolis,Urban Outfitters,IN,46240,"Home & Garden, Shopping, Home Decor, Fashion, Accessories, Men's Clothing, Women's Clothing"
tBMy2DhoMF3SbZqB-4yEtA,20,2,18,3.5,3.5,0.1,0.0,Indianapolis,All My Relations,IN,46214,"Health & Medical, Doctors, Jewelry, Naturopathic/Holistic, Spiritual Shop, Antiques, Supernatural Readings, Arts & Entertainment, Shopping"
tBfpVAe_6zZq58JCjxsSxg,6,0,6,4.17,4.17,0.0,0.0,Indianapolis,"Lora Crow, DDS",IN,46204,"Health & Medical, Oral Surgeons, Dentists"
tC2Qs-AIx3wX1SdrhDWtMw,145,29,116,3.82,3.96,0.2,-0.14000000000000012,Indianapolis,Kumo Japanese Steakhouse,IN,46143,"Restaurants, Steakhouses, Teppanyaki, Sushi Bars, Japanese"
tCGpcAnAiZNs0OM2o_Um6w,17,3,14,2.71,2.5,0.18,0.20999999999999996,Nashville,Enterprise Rent-A-Car,TN,37013,"Hotels & Travel, Car Rental"
tCgsTTMZugzFN5Tt1h-4Vw,9,3,6,3.56,3.5,0.33,0.06000000000000005,Indianapolis,Old National Bank,IN,46220,"Mortgage Lenders, Banks & Credit Unions, Financial Services, Mortgage Brokers, Investing, Home Services, Real Estate"
tCs5ieNCe5kKQoicNt_sxQ,29,6,23,4.21,4.04,0.21,0.16999999999999993,Nashville,Basil Garden Pizza of Franklin,TN,37607,"Pizza, Restaurants, Food Delivery Services, Food, Gluten-Free, Italian"
tDBkefjqEjTuJj6hN3dtYA,5,0,5,3.6,3.6,0.0,0.0,Indianapolis,Devour Indy,IN,46225,"Festivals, Arts & Entertainment"
tDCKFvlNiHtMNrG7rAjWGw,51,28,23,1.47,1.87,0.55,-0.40000000000000013,Nashville,Frontier,TN,37217,"Hotels & Travel, Transportation, Airlines"
tDFfYvBx6zglF9Ep5Ns2uw,12,3,9,4.33,4.44,0.25,-0.11000000000000032,Indianapolis,Johnny Bueno's Pizzeria,IN,46224,"Pizza, Restaurants"
tDZbh9a6gGcHEBpIrSkfmw,62,16,46,4.44,4.5,0.26,-0.05999999999999961,Nashville,Strikeout Wingz,TN,37211,"Restaurants, Chicken Wings"
tDbF0IWQq-mHPi7OBla6eg,10,2,8,2.5,2.38,0.2,0.1200000000000001,Nashville,McDonald's,TN,37087,"Restaurants, Food, Coffee & Tea, Burgers, Fast Food"
tDymvINtYaxSk5U05qeNDw,55,9,46,4.58,4.74,0.16,-0.16000000000000014,Indianapolis,Thieves,IN,46220,"Nightlife, Bars, Cocktail Bars"
tE-hkydjOZxCE4TDv1_a5A,17,6,11,2.24,2.73,0.35,-0.48999999999999977,Nashville,Wendy's,TN,37207,"Restaurants, Burgers, Fast Food"
tEEnc3pYNz1-_aaVCOvrKQ,16,13,3,1.44,2.33,0.81,-0.8900000000000001,Nashville,Drake Inn,TN,37210,"Event Planning & Services, Hotels & Travel, Hotels"
tELoGj2QJYYFQ1jo_XXbpA,837,138,699,4.42,4.46,0.16,-0.040000000000000036,Nashville,Robert's Western World,TN,37203,"Music Venues, Nightlife, Bars, American (Traditional), Arts & Entertainment, Restaurants, Burgers, Dive Bars"
tEei7btKo02DvJe73N57oQ,8,1,7,4.75,4.71,0.12,0.040000000000000036,Nashville,Poppin Chicago Style,TN,37076,"Specialty Food, Food, Popcorn Shops"
tEj73n_Oqn-rePow9NrHvw,9,3,6,3.44,3.33,0.33,0.10999999999999988,Nashville,King Automotive,TN,37015,"Used Car Dealers, Automotive, Motorcycle Repair, Auto Parts & Supplies, Car Dealers, Auto Repair, Body Shops"
tEoius1PsNHcDBE3g8f6uQ,9,2,7,4.67,4.57,0.22,0.09999999999999964,Indianapolis,Taki Japanese Steakhouse,IN,46250,"Restaurants, Japanese"
tF3zGzv0gKAtq3QbK5E5hQ,73,14,59,3.86,3.88,0.19,-0.020000000000000018,Nashville,Orvelle Nails & Spa,TN,37607,"Beauty & Spas, Nail Salons"
tFUJRLtNgIGg8ifaDtM_Kg,67,15,52,4.39,4.44,0.22,-0.05000000000000071,Indianapolis,Perfect Arch,IN,46220,"Beauty & Spas, Hair Removal, Eyelash Service"
tFk9UBrvUk_rQZ4VsKyu7Q,8,2,6,3.75,3.83,0.25,-0.08000000000000007,Indianapolis,Vip Nails Camby,IN,46113,"Beauty & Spas, Nail Salons"
tFkhrHu-SqcgP4mKk0FnQQ,18,7,11,2.22,2.36,0.39,-0.13999999999999968,Indianapolis,Occasions Divine,IN,46075,"Party & Event Planning, Venues & Event Spaces, Caterers, Event Planning & Services"
tFpstYqxugKHzeyNUsuD_A,446,51,395,3.93,3.99,0.11,-0.06000000000000005,Indianapolis,The Pint Room,IN,46032,"American (Traditional), Burgers, Bars, Restaurants, Pubs, Beer Bar, American (New), Nightlife"
tGCB7vICVh5pELR99RkXfg,97,27,70,3.43,3.57,0.28,-0.13999999999999968,Nashville,Guac Mexican Restaurant,TN,37221,"Restaurants, Mexican, Tex-Mex"
tGElOaXrrnVi19e9YRf8FQ,21,7,14,4.19,4.36,0.33,-0.16999999999999993,Nashville,Precision Tune Auto Care,TN,37211,"Oil Change Stations, Tires, Automotive, Auto Repair"
tGP3CXCC3qoFjkc64Ogrew,40,11,29,3.48,3.52,0.28,-0.040000000000000036,Indianapolis,Epic Nails and Spa,IN,46077,"Beauty & Spas, Nail Salons"
tGXXsX0hxtU59vMM0RBUsg,42,0,42,4.24,4.24,0.0,0.0,Nashville,Tennessee State Capitol,TN,37219,"Public Services & Government, Landmarks & Historical Buildings"
tGvYdLzCvjZyMM9SttMj3Q,14,3,11,4.36,4.55,0.21,-0.1899999999999995,Nashville,Mccormick Animal Clinic,TN,37214,"Veterinarians, Pets, Pet Groomers, Pet Services, Pet Sitting"
tH12xuukNY2EjsK1kbLdAw,7,3,4,1.43,1.0,0.43,0.42999999999999994,Indianapolis,Wendy's,IN,46241,"Burgers, Restaurants, Pretzels, Food, Fast Food"
tH9YC5xwlERmH80e_sgNrA,6,3,3,3.33,4.33,0.5,-1.0,Nashville,Guardian Systems,TN,37167,"Professional Services, Home Theatre Installation, Home Automation, Home Services, Security Systems, Security Services"
tH_5sJ07lIZkdX14KBDNvA,29,5,24,2.55,2.62,0.17,-0.07000000000000028,Nashville,Sam's Club,TN,37075,"Food, Drugstores, Wholesale Stores, Fashion, Tires, Grocery, Department Stores, Shopping, Automotive"
tHbqfMEqb5Kb_pZijyVXRQ,59,9,50,3.54,3.86,0.15,-0.31999999999999984,Nashville,TJ Maxx,TN,37027,"Department Stores, Home Decor, Home & Garden, Fashion, Shopping"
tHqhYX7esQ1ltIUmtO1OZg,15,3,12,3.4,3.67,0.2,-0.27,Nashville,Hermitage Strike and Spare,TN,37076,"Active Life, Bowling"
tI-fwI3K84uT4S31ygkL_A,15,0,15,4.93,4.93,0.0,0.0,Nashville,Solarium Tanning Salon,TN,37072,"Tanning, Spray Tanning, Tanning Beds, Beauty & Spas, Teeth Whitening"
tIJi-fMq6fKDpIew1FncHw,6,1,5,3.17,3.0,0.17,0.16999999999999993,Indianapolis,Lakes of Windsor,IN,46237,"Property Management, Event Planning & Services, Hotels & Travel, Real Estate Services, Hotels, Apartments, Home Services, Real Estate"
tIXi5JZjWLaZjcERD9x_Cg,77,17,60,3.58,3.52,0.22,0.06000000000000005,Indianapolis,Nail Lounge,IN,46278,"Nail Salons, Beauty & Spas"
tIvfmgT1qMeAEQf8CI5fPQ,583,204,379,3.55,3.57,0.35,-0.020000000000000018,Nashville,Caney Fork River Valley Grille,TN,37214,"Bars, Nightlife, American (Traditional), Barbeque, Seafood, Beer Bar, Sports Bars, Restaurants, Burgers, Steakhouses, Southern"
tJ2YnHZp55sNxTFanF0MDg,18,4,14,2.11,2.14,0.22,-0.03000000000000025,Nashville,Popeyes Louisiana Kitchen,TN,37066,"Seafood, Cajun/Creole, American (Traditional), Restaurants, Fast Food, Food, Chicken Wings, Desserts"
tJ7jlqTmNV03qMgoUCwfyQ,6,4,2,4.67,4.0,0.67,0.6699999999999999,Indianapolis,Touchdown RV Rentals and Sales,IN,46077,"Automotive, RV Dealers, Hotels & Travel, RV Repair, RV Rental"
tJNKOerJaPI0GQOoIBw0rA,7,1,6,2.86,3.0,0.14,-0.14000000000000012,Nashville,Kroger,TN,37221,"Shopping, Drugstores"
tJP3OfcPQZNonB_y0HpnIg,13,2,11,4.69,4.64,0.15,0.05000000000000071,Nashville,Hendersonville Tire Center,TN,37075,"Automotive, Tires, Auto Repair"
tJk4Bv5Mi_7LiXcJBy21OQ,7,1,6,3.14,3.5,0.14,-0.3599999999999999,Nashville,Harper's Restaurant,TN,37208,"Food, Convenience Stores, American (New), Restaurants"
tJmbBzXLtnq9ykpP09nsKA,18,0,18,4.5,4.5,0.0,0.0,Indianapolis,Woodruff Place,IN,46201,"Shopping, Flea Markets, Antiques, Active Life, Festivals, Arts & Entertainment, Parks"
tJz0LQ34jG8KUmm99M_T-A,7,0,7,3.57,3.57,0.0,0.0,Indianapolis,Swatch Store,IN,46240,"Accessories, Jewelry, Flowers & Gifts, Watches, Shopping, Fashion, Gift Shops"
tKRWRAeEI-epyxAixU2vHg,79,17,62,2.8,2.98,0.22,-0.18000000000000016,Nashville,Buffalo Wild Wings,TN,37209,"Sports Bars, American (New), Restaurants, Nightlife, Bars, Chicken Wings, American (Traditional)"
tKY4Q8x-cQkjlMd0KSQFnA,16,10,6,4.62,4.0,0.62,0.6200000000000001,Nashville,Flying Axes,TN,37203,"Axe Throwing, Team Building Activities, Nightlife, Sports Clubs, Bars, Active Life, Event Planning & Services, Sports Bars"
tKjALUou4KRljaWfgLgJ8Q,8,5,3,2.5,2.33,0.62,0.16999999999999993,Indianapolis,Indy Lakes,IN,46217,"Lakes, RV Parks, Hotels & Travel, Active Life"
tKxXZd00zZ24jDmJJcUYPQ,40,2,38,4.78,4.76,0.05,0.020000000000000462,Nashville,Natchez Trace Parkway,TN,37221,"Active Life, Parks, Landmarks & Historical Buildings, Public Services & Government"
tL7ZeetnU8HIDmykXQH8MA,38,7,31,3.26,3.32,0.18,-0.06000000000000005,Indianapolis,Pie Five Pizza,IN,46250,"Pizza, Restaurants, Salad"
tLKj087avLw3702ORLDzdw,5,2,3,3.8,3.0,0.4,0.7999999999999998,Nashville,Paddock Place Dental,TN,37122,"General Dentistry, Endodontists, Dentists, Cosmetic Dentists, Health & Medical"
tLNCYd71UbUhU1ljpJ4Ivw,8,2,6,4.5,5.0,0.25,-0.5,Nashville,Chimney Master,TN,37201,"Contractors, Home Services, Chimney Sweeps"
tLOLpdlDwiQX8H2xC_cr8g,22,7,15,3.73,3.4,0.32,0.33000000000000007,Indianapolis,El Corcel No. 2,IN,46254,"Mexican, Restaurants"
tLVnL8CqQYiMU6E_aayYog,489,81,408,4.58,4.59,0.17,-0.009999999999999787,Nashville,Graze Nashville,TN,37206,"Restaurants, Nightlife, Vegetarian, Vegan, Bars, Juice Bars & Smoothies, Food, American (New), Cocktail Bars, Breakfast & Brunch, Beer, Wine & Spirits"
tLWD_gKNt55HsC24u3EN4Q,41,2,39,4.29,4.26,0.05,0.03000000000000025,Nashville,Mill Creek Brewing,TN,37135,"Food, Breweries, Nightlife, Beer Bar, Venues & Event Spaces, Bars, Tours, Hotels & Travel, Event Planning & Services, Beer Tours"
tLaazQ7bylbpqIMsyFYPUg,7,2,5,5.0,5.0,0.29,0.0,Indianapolis,Cornerstone Family Dentistry,IN,46219,"Health & Medical, Endodontists, Dentists, Cosmetic Dentists, General Dentistry"
tLiTwqhCB8rWLmoDEATLoA,13,5,8,1.31,1.25,0.38,0.06000000000000005,Nashville,Papa John's Pizza,TN,37116,"Restaurants, Pizza"
tLkqWQReM0XFDXL3lg9kTw,5,1,4,3.6,3.25,0.2,0.3500000000000001,Indianapolis,Planned Parenthood - Eastside Health Center,IN,46219,"Doctors, Obstetricians & Gynecologists, Reproductive Health Services, Medical Centers, Health & Medical"
tM-tPqhXx1ozGf_79dLJ_A,29,0,29,4.76,4.76,0.0,0.0,Indianapolis,U-Relish Farm,IN,46204,"Restaurants, Specialty Food, Farmers Market, Food"
tMDxV1rKH88ENvTuh-EFgg,21,1,20,4.67,4.85,0.05,-0.17999999999999972,Nashville,Carniceria San Luis,TN,37211,"Meat Shops, Butcher, Specialty Food, Food"
tMJz_YecuscIQfJvZbUMZw,9,1,8,3.33,3.25,0.11,0.08000000000000007,Nashville,Hunan Garden,TN,37075,"Restaurants, Chinese"
tMQXT1anuPLMq9R4OucgxA,16,4,12,3.25,3.08,0.25,0.16999999999999993,Indianapolis,The Residences at CityWay,IN,46225,"Home Services, Apartments, Real Estate"
tMf-7cKs7MGOaPg8q8_liQ,5,2,3,1.8,2.0,0.4,-0.19999999999999996,Nashville,Elegant Cleaners,TN,37027,"Local Services, Laundry Services, Dry Cleaning & Laundry"
tMkwHmWFUEXrC9ZduonpTg,161,22,139,4.13,4.16,0.14,-0.03000000000000025,Nashville,The Green Pheasant,TN,37210,"Restaurants, Japanese, Seafood"
tMpqifEKu9sq3n34vucOEQ,9,3,6,3.67,4.33,0.33,-0.6600000000000001,Nashville,B & C Hardware,TN,37027,"Home & Garden, Building Supplies, Shopping, Hardware Stores, Gardeners, Home Services"
tMu7rl3TO8MoATdyD6cZ2A,11,0,11,5.0,5.0,0.0,0.0,Nashville,Red Kite Bicycle Studio,TN,37212,"Bike Repair/Maintenance, Shopping, Bikes, Local Services, Sporting Goods"
tNAakq0ALfxrcw24L2n75Q,32,9,23,1.75,1.83,0.28,-0.08000000000000007,Nashville,Sweet CeCe's,TN,37607,"Ice Cream & Frozen Yogurt, Desserts, Food"
tNy1aK_8FD04uGvNeQQJBQ,29,0,29,4.62,4.62,0.0,0.0,Indianapolis,D & D's Just Tips,IN,46229,"Restaurants, Barbeque"
tOfaMOiMrXSmTDuPjLOCuw,30,0,30,3.47,3.47,0.0,0.0,Nashville,The Arcade Nashville,TN,37219,"Arts & Entertainment, Art Galleries, Restaurants, Coffee & Tea, Shopping Centers, Food, Shopping"
tP0yjqpJc3dh9IPQZWMKIQ,6,2,4,1.83,2.25,0.33,-0.41999999999999993,Nashville,China Super Buffet,TN,37209,"Chinese, Restaurants"
tPEo6WP1AMuQcxGuLsVUEQ,17,2,15,3.18,3.2,0.12,-0.020000000000000018,Indianapolis,L.S. Ayres Tea Room,IN,46222,"Tea Rooms, Food"
tPHpfgpF01UzMTAcJigm9A,6,0,6,5.0,5.0,0.0,0.0,Indianapolis,Carmel Porchfest,IN,46032,"Nightlife, Festivals, Music Venues, Arts & Entertainment"
tPYkrHdTsYe_-Ty5EPiP2Q,405,58,347,4.08,4.07,0.14,0.009999999999999787,Indianapolis,Iaria's Italian Restaurant,IN,46202,"Bars, Restaurants, Nightlife, Italian, Pizza"
tPlDgvlBfsIjgP-1tFYVpA,14,6,8,2.0,2.5,0.43,-0.5,Nashville,Domino's Pizza,TN,37013,"Restaurants, Chicken Wings, Pizza, Sandwiches"
tPlyIFTbwwfxFHVeqwh_-g,21,7,14,3.71,4.29,0.33,-0.5800000000000001,Nashville,Hi Tech Service,TN,37211,"Local Services, Electronics Repair, Electronics, Appliances & Repair, Shopping"
tPyGueJxl-HSJrdD-7jEFA,15,1,14,4.6,4.57,0.07,0.02999999999999936,Nashville,TNT Chem-Dry Carpet Cleaning,TN,37211,"Home Cleaning, Local Services, Carpet Cleaning, Carpeting, Home Services"
tQDS0UOVk2DyB0zfTtT1Jg,5,0,5,4.2,4.2,0.0,0.0,Indianapolis,His Place,IN,46142,"Ice Cream & Frozen Yogurt, Coffee & Tea, Food"
tQTU8rvEW_t2qTQxdgCjIA,32,10,22,3.72,3.73,0.31,-0.009999999999999787,Indianapolis,National Car Rental,IN,46241,"Car Rental, Hotels & Travel"
tQUkoSqK59m0jXNWL4QyiQ,43,16,27,4.19,4.33,0.37,-0.13999999999999968,Nashville,East Side Smiles,TN,37206,"Health & Medical, General Dentistry, Dentists, Cosmetic Dentists"
tQZJEt26FXa0vTsY8YSZyQ,92,3,89,4.22,4.24,0.03,-0.020000000000000462,Indianapolis,Pogue's Run Grocer,IN,46219,"Food, Grocery, Restaurants, Sandwiches, Delis, Specialty Food, Health Markets"
